path,key,english,japanese
Audio/english/AudioFile/4/b/4b1d5741,english,You think it's ME? Don't be a fucking idiot!
Audio/english/AudioFile/4/b/4b213d73,english,Get on the net -- tell Red Crown we have a developing situation here.
Audio/english/AudioFile/4/b/4b24d13d,english,Sir! The police are on their way!
Audio/english/AudioFile/4/b/4b28f80d,english,Target is shifty!
Audio/english/AudioFile/4/b/4b29a6a3,english,I don't want to see this! I don't ever want to remember this!
Audio/english/AudioFile/4/b/4b2b20b0,english,As fast as you can!
Audio/english/AudioFile/4/b/4b2d8de6,english,"Oh, I think we still got a hostile in the area."
Audio/english/AudioFile/4/b/4b33a143,english,"Dispatch, this is Charlie Nineteen. There's skins all over the place here."
Audio/english/AudioFile/4/b/4b3424cd,english,"Pursuit is eluding the unit, over."
Audio/english/AudioFile/4/b/4b3824b5,english,It's a no-go and we're retuning to base.
Audio/english/AudioFile/4/b/4b3da03b,english,Watch for projectiles!
Audio/english/AudioFile/4/b/4b44db95,english,Wake up!
Audio/english/AudioFile/4/b/4b4b526c,english,There he is!
Audio/english/AudioFile/4/b/4b5063af,english,See ya.
Audio/english/AudioFile/4/b/4b5439d0,english,"Four Sixty is my minimum, yes ma'am."
Audio/english/AudioFile/4/b/4b601e71,english,Someone got themselves killed.
Audio/english/AudioFile/4/b/4b68cbbb,english,"Hostile is down, we are returning to base, over."
Audio/english/AudioFile/4/b/4b69e676,english,"Here it comes, here it comes!"
Audio/english/AudioFile/4/b/4b6adb58,english,We’ve got red at 2 o' clock. Moving in.
Audio/english/AudioFile/4/b/4b6b6d6a,english,"Red Crown, hits but no kill, stay on target?"
Audio/english/AudioFile/4/b/4b6e5b42,english,Give me an update.
Audio/english/AudioFile/4/b/4b7067b7,english,Possible bogey on our sensors. Taking a fly by. Report movement.
Audio/english/AudioFile/4/b/4b7112ed,english,You see that!?
Audio/english/AudioFile/4/b/4b726c30,english,Kill the comms.
Audio/english/AudioFile/4/b/4b82e1bc,english,No! Fuck!
Audio/english/AudioFile/4/b/4b8bb5bd,english,I'm not the fuckin' guy!
Audio/english/AudioFile/4/b/4b8bf386,english,"Confirmed, it's ZEUS, send all you've got!"
Audio/english/AudioFile/4/b/4b98606e,english,Take it easy! Take a breath!
Audio/english/AudioFile/4/b/4b9eb257,english,Why are they shooting at innocents!?
Audio/english/AudioFile/4/b/4ba2450a,english,When is this gonna end?
Audio/english/AudioFile/4/b/4ba3e416,english,This is Command. We have multiple conflicting reports of ZEUS’ position.
Audio/english/AudioFile/4/b/4ba5b4bc,english,We ran out of fireworks.
Audio/english/AudioFile/4/b/4bae940b,english,You don't want to know.
Audio/english/AudioFile/4/b/4bb0904d,english,Begin interlace pursuit.
Audio/english/AudioFile/4/b/4bb12f6c,english,Cease fire! Target down!
Audio/english/AudioFile/4/b/4bbee188,english,What the fuck!?
Audio/english/AudioFile/4/b/4bbf55cf,english,Move! Move!
Audio/english/AudioFile/4/b/4bc2d653,english,"Hit him now, or back off!"
Audio/english/AudioFile/4/b/4bc7cb8c,english,"Looks like all the bad guys have gone for the day, over."
Audio/english/AudioFile/4/b/4bd25ac7,english,Roll the vehicle around before it hits us again.
Audio/english/AudioFile/4/b/4bd3f1e6,english,"Screw this, Razorback One pulling out."
Audio/english/AudioFile/4/b/4bd46857,english,Geisler said he saw these fucks torch a whole family. A whole fuckin' family!
Audio/english/AudioFile/4/b/4bd7b07a,english,As fast as you can!
Audio/english/AudioFile/4/b/4bd884e4,english,"Officer, I need a 10-1 right now."
Audio/english/AudioFile/4/b/4bd9bd3a,english,Fuckin' maniac!
Audio/english/AudioFile/4/b/4bdc85e3,english,Please! Don't! Please!
Audio/english/AudioFile/4/b/4bdeff26,english,"We're orbiting. Fifty knots, eyes open."
Audio/english/AudioFile/4/b/4bdf0186,english,Target has gone to ground.
Audio/english/AudioFile/4/b/4bea3397,english,"Oh, God. Nooo! Jesus. Please!"
Audio/english/AudioFile/4/b/4bece5b2,english,Clear the area!
Audio/english/AudioFile/4/b/4bed9448,english,Don't jut stand there!
Audio/english/AudioFile/4/b/4bf670ed,english,"Move, move!"
Audio/english/AudioFile/4/b/4bfa7995,english,"Full alert, we are at combat go, hostile inside the perimeter!"
Audio/english/AudioFile/4/b/4bff4764,english,Right there! I see him!
Audio/english/AudioFile/4/c/4c08c938,english,Get on the ground -- now!
Audio/english/AudioFile/4/c/4c15d361,english,"Dispatch, something's not right. I'm going in for a look-around."
Audio/english/AudioFile/4/c/4c1ad525,english,All Sigma units converge on Central Park for immediate extraction.
Audio/english/AudioFile/4/c/4c1eb952,english,Stay back or I'll shoot you.
Audio/english/AudioFile/4/c/4c2201ba,english,"Stalker Six Zero, acknowledge last transmission."
Audio/english/AudioFile/4/c/4c2d7dc8,english,"Dispatch, route EMS to my Twenty. There's gonna be casualties. I'll stabilize, but respond over."
Audio/english/AudioFile/4/c/4c2da3a8,english,Looks like it's running north through Central Park! All available units in that area to intercept!!
Audio/english/AudioFile/4/c/4c2df216,english,This is some ugly shit.
Audio/english/AudioFile/4/c/4c3026de,english,"Augh. Ah, ah, ahhhhgggghhh!"
Audio/english/AudioFile/4/c/4c36680f,english,"Contact cold, it's gotta be here, we just can't see it."
Audio/english/AudioFile/4/c/4c39175d,english,Had no idea there was that many of these things. Christ.
Audio/english/AudioFile/4/c/4c39f5b6,english,Pull back!
Audio/english/AudioFile/4/c/4c3ee72a,english,My neck!
Audio/english/AudioFile/4/c/4c40f75f,english,"Ghost chase, ready at twelve."
Audio/english/AudioFile/4/c/4c478be8,english,"Kill Zone clear, we're clear. Package RTB."
Audio/english/AudioFile/4/c/4c50179f,english,A shooter! There!
Audio/english/AudioFile/4/c/4c5c4dfc,english,God...feels so cold.
Audio/english/AudioFile/4/c/4c5dc53e,english,Shit! Get down!
Audio/english/AudioFile/4/c/4c60776e,english,"D-Code, operational!"
Audio/english/AudioFile/4/c/4c612379,english,Get away from here!
Audio/english/AudioFile/4/c/4c650d32,english,Get the fuck down!
Audio/english/AudioFile/4/c/4c659385,english,We're still good to go.
Audio/english/AudioFile/4/c/4c6fa401,english,I've lost control.
Audio/english/AudioFile/4/c/4c751cfc,english,"Oh, God, no!"
Audio/english/AudioFile/4/c/4c7c5adf,english,Call the fire department!
Audio/english/AudioFile/4/c/4c84aba6,english,"Roger, Red Crown assessing target loss, stand by."
Audio/english/AudioFile/4/c/4c87e032,english,"Target's in-Zone, request aerial support mission, auth Bravo Whiskey Five Four Niner."
Audio/english/AudioFile/4/c/4c8f66e8,english,Sweep for target. It's here somewhere.
Audio/english/AudioFile/4/c/4c935d78,english,Red Crown from Chalk Three. Skins at these coordinates. My boys will chew 'em up.
Audio/english/AudioFile/4/c/4c981027,english,"Keep out of the area that's black and flaming, people. Don't want blue-on-blue."
Audio/english/AudioFile/4/c/4c98be62,english,"You have the perp, is that correct, over?"
Audio/english/AudioFile/4/c/4c9ec098,english,I'm sure! Right there!
Audio/english/AudioFile/4/c/4ca10ce4,english,"Dispatch, I may need a 10-85 on this one."
Audio/english/AudioFile/4/c/4ca88fae,english,Motherfucker's jacked it! Anti-armor!
Audio/english/AudioFile/4/c/4cab5331,english,"Ranger Two Seven pulling out, over."
Audio/english/AudioFile/4/c/4cad80e5,english,What? Is that him!?
Audio/english/AudioFile/4/c/4caf5e6b,english,Rip it to shreds!
Audio/english/AudioFile/4/c/4caf7393,english,ALMOST Got it!
Audio/english/AudioFile/4/c/4cb625b7,english,Now THAT'S some destruction.
Audio/english/AudioFile/4/c/4cbc86c8,english,"Received, out."
Audio/english/AudioFile/4/c/4cc33509,english,Watch out for the tank!
Audio/english/AudioFile/4/c/4ccf1128,english,Infected structure ready for demolitions. Call the engineers.
Audio/english/AudioFile/4/c/4cd37d13,english,*croak*
Audio/english/AudioFile/4/c/4cd89c63,english,God...somebody tell the Chaplain.
Audio/english/AudioFile/4/c/4cd9c92c,english,"Please, it's my boy's birthday tomorrow!"
Audio/english/AudioFile/4/c/4cde3df9,english,"We are in the Kill Zone and set to engage, over."
Audio/english/AudioFile/4/c/4ce7e673,english,Yep.
Audio/english/AudioFile/4/c/4ce8aeb8,english,You asked for it!
Audio/english/AudioFile/4/c/4cfaa850,english,"Bravo Base, this is Bravo Squad One on point, we are perimeter compromised!"
Audio/english/AudioFile/4/c/4cfad2bf,english,"Nice job, troops. We got him."
Audio/english/AudioFile/4/c/4cfe6f88,english,"Red Crown, I have priority airlift request for Almighty. Access code Charlie Oscar Charlie. Please confirm, over."
Audio/english/AudioFile/4/d/4d0ba1e3,english,"Breaking away, repeat, breaking away."
Audio/english/AudioFile/4/d/4d0be4da,english,"I have negative on that, Red Crown. Negative.",俺は悪い予感しかしないぜ。 レッドクラウン。 最悪だ。
Audio/english/AudioFile/4/d/4d0fff7c,english,"Hot on the trail! Maintaining visual, over."
Audio/english/AudioFile/4/d/4d1074b9,english,"Air support can't re-locate hostile. Red Crown, send new target vector, over."
Audio/english/AudioFile/4/d/4d125254,english,"Uh, that's him, that's him!"
Audio/english/AudioFile/4/d/4d14f4f3,english,"Shooting. Roger, Tower."
Audio/english/AudioFile/4/d/4d1680d2,english,Possible triple A.
Audio/english/AudioFile/4/d/4d172bf3,english,Halt or I will shoot!
Audio/english/AudioFile/4/d/4d18854b,english,"Hey, wait, I got it!"
Audio/english/AudioFile/4/d/4d1ee4d8,english,"We're deep in the shit right now, HQ!"
Audio/english/AudioFile/4/d/4d2112a2,english,Watch it!
Audio/english/AudioFile/4/d/4d22f027,english,Yeehaw!
Audio/english/AudioFile/4/d/4d29b75e,english,That red won't get home.
Audio/english/AudioFile/4/d/4d3020dd,english,Bail! Noooooo!
Audio/english/AudioFile/4/d/4d36c6b0,english,More! Coming this way!
Audio/english/AudioFile/4/d/4d3cfb7c,english,"Now, that's the Commander."
Audio/english/AudioFile/4/d/4d3dae3b,english,"Oh, no."
Audio/english/AudioFile/4/d/4d44cb74,english,Whoa! Whoa!
Audio/english/AudioFile/4/d/4d51cfb5,english,"Watch yourselves, hostile armed."
Audio/english/AudioFile/4/d/4d574afc,english,Check safe distance!
Audio/english/AudioFile/4/d/4d579f44,english,"Say again, Field Team?"
Audio/english/AudioFile/4/d/4d5fea94,english,"Uploading ZEUS' location, feed via GPS channel."
Audio/english/AudioFile/4/d/4d64fa8d,english,Restricted area. Get out!
Audio/english/AudioFile/4/d/4d6de4d0,english,"Verify your targets, make sure they're not ours, over."
Audio/english/AudioFile/4/d/4d78766d,english,"Uh, Roller barrage can cover on abort, call targets and we will aid exfiltration."
Audio/english/AudioFile/4/d/4d7f0b2a,english,Here it comes.
Audio/english/AudioFile/4/d/4d7fd9fe,english,"Does anybody see this? Somebody, stop him! Kill him!"
Audio/english/AudioFile/4/d/4d8796eb,english,Duck for cover!
Audio/english/AudioFile/4/d/4d8a1279,english,"Red Crown, multiple hits on Chalk Three's location. We can't raise them."
Audio/english/AudioFile/4/d/4d8abb23,english,"Adios, motherfucker."
Audio/english/AudioFile/4/d/4d8c16f2,english,I WILL shoot before I let you compromise security.
Audio/english/AudioFile/4/d/4d8d8170,english,"Red Crown, this is Ranger Two Seven, we have painted target at Seven Six Seven Nine. "
Audio/english/AudioFile/4/d/4d97f6ba,english,Target is moving! Get on him!
Audio/english/AudioFile/4/d/4d9c89f3,english,Kill it! Kill it!
Audio/english/AudioFile/4/d/4db3d7b5,english,Get moving!
Audio/english/AudioFile/4/d/4db6d3d1,english,Pathetic
Audio/english/AudioFile/4/d/4db85d31,english,What the fuck!? Quit it!
Audio/english/AudioFile/4/d/4dbec008,english,"We're in deep here, hold comm, HQ."
Audio/english/AudioFile/4/d/4dbfc473,english,"Are we done? What's the order, sir?"
Audio/english/AudioFile/4/d/4dc4d296,english,Let's take a look.
Audio/english/AudioFile/4/d/4dcada18,english,"It's on your Six, Delta Team!"
Audio/english/AudioFile/4/d/4dd63ff9,english,That vehicle is hostile!
Audio/english/AudioFile/4/d/4dd90092,english,What happened to it!?
Audio/english/AudioFile/4/d/4dd93cbc,english,Eyes wide! ZEUS Hot!
Audio/english/AudioFile/4/d/4ddc8115,english,"Busting this into the field, you got some?"
Audio/english/AudioFile/4/d/4dde8ac8,english,HOLD YOUR FIRE!
Audio/english/AudioFile/4/d/4de00ebc,english,"It's looking good, HQ. Looking real good."
Audio/english/AudioFile/4/d/4de1768c,english,"You see something weird, kill it, over."
Audio/english/AudioFile/4/d/4de50030,english,He's armed! Armed!
Audio/english/AudioFile/4/d/4deda503,english,"Empty the 25, full on!"
Audio/english/AudioFile/4/d/4df15b3e,english,I-I can't believe this!
Audio/english/AudioFile/4/d/4df23384,english,Stand by on that one.
Audio/english/AudioFile/4/d/4df367fd,english,Who do you think you're messin' with?
Audio/english/AudioFile/4/d/4df630be,english,He'll kill again!
Audio/english/AudioFile/4/d/4df95767,english,We're under attack!
Audio/english/AudioFile/4/d/4dfab455,english,Graaaah!
Audio/english/AudioFile/4/e/4e05b4c1,english,"It's OK, man, we got him covered!"
Audio/english/AudioFile/4/e/4e069074,english,I got a line! Over here!
Audio/english/AudioFile/4/e/4e073c7f,english,Fuck me!
Audio/english/AudioFile/4/e/4e0c346c,english,I can't help you. Put me down!
Audio/english/AudioFile/4/e/4e15bd07,english,"Thunder to Red Crown, we're clear."
Audio/english/AudioFile/4/e/4e1b8ce9,english,"Bring back those extra units. Regroup and downgrade the alert, over."
Audio/english/AudioFile/4/e/4e1ed00e,english,We'll handle the rest.
Audio/english/AudioFile/4/e/4e2273fc,english,Where're they all going?
Audio/english/AudioFile/4/e/4e2330b0,english,"Oh, fuck. It's on us, it's on us! Pull a turn!"
Audio/english/AudioFile/4/e/4e240125,english,"Additional support Units moving to your location. Check IFF, out."
Audio/english/AudioFile/4/e/4e250b40,english,It's him! The one the cops are after!
Audio/english/AudioFile/4/e/4e324f59,english,"Quit it, buddy."
Audio/english/AudioFile/4/e/4e386452,english,Rubble and collateral. Shit.
Audio/english/AudioFile/4/e/4e397692,english,Sir.
Audio/english/AudioFile/4/e/4e406c5c,english,Those fuckin' spooks are rolling out some new detection network. I bet they give us fuckin' cancer.
Audio/english/AudioFile/4/e/4e431ea4,english,Pull out. Let's reform and hit it again. One and Two.
Audio/english/AudioFile/4/e/4e450e79,english,My turn.
Audio/english/AudioFile/4/e/4e4655f0,english,Where's your ID? WHERE IS IT?!?
Audio/english/AudioFile/4/e/4e4bf109,english,"Sit-rep, unit, acknowledge."
Audio/english/AudioFile/4/e/4e4e001e,english,"Man, that was close."
Audio/english/AudioFile/4/e/4e4ea8b4,english,"Spread out, check your fire!",散開、撃て！
Audio/english/AudioFile/4/e/4e500497,english,Do I have to kill everything myself around here?,こいつら全員俺だけで殺らなきゃなんねえのか？
Audio/english/AudioFile/4/e/4e56582a,english,You heard it.
Audio/english/AudioFile/4/e/4e5891ec,english,I need help. *sobbing* Hello?
Audio/english/AudioFile/4/e/4e5a6f73,english,Ahhh.
Audio/english/AudioFile/4/e/4e5aa221,english,"Ready munitions, green light to engage."
Audio/english/AudioFile/4/e/4e6136aa,english,"This is Razorback One, no visual on target."
Audio/english/AudioFile/4/e/4e642154,english,Incoming! Incoming!
Audio/english/AudioFile/4/e/4e644cd1,english,Hi there.
Audio/english/AudioFile/4/e/4e69c265,english,What was it? What did this?
Audio/english/AudioFile/4/e/4e6af264,english,Mark and update the grid. ZEUS is clear.
Audio/english/AudioFile/4/e/4e6e4386,english,Don't stop!
Audio/english/AudioFile/4/e/4e7a2230,english,Keep 'em off the streets. Clear a path.
Audio/english/AudioFile/4/e/4e7eb7f4,english,You! Hands on your head!
Audio/english/AudioFile/4/e/4e891d0b,english,What did they do?
Audio/english/AudioFile/4/e/4e894ee2,english,I read you.
Audio/english/AudioFile/4/e/4e8ec7be,english,On me! ON ME!!
Audio/english/AudioFile/4/e/4e8f1ea5,english,"Red Crown, get this to the 'WATCH, we have downed our target, out."
Audio/english/AudioFile/4/e/4e8ff6cb,english,"Christ, do we have clearance for this?"
Audio/english/AudioFile/4/e/4e976755,english,"He's confirmed. Try outrunning this, you greasy little shit."
Audio/english/AudioFile/4/e/4ea0f01e,english,"Recon, recon, check that out!"
Audio/english/AudioFile/4/e/4ea563de,english,"Cannot confirm, vehicle engaged, over"
Audio/english/AudioFile/4/e/4eaac455,english,"Check that, was that civvies in the Fire Zone?"
Audio/english/AudioFile/4/e/4eaff32e,english,This old tub still rocks.
Audio/english/AudioFile/4/e/4eb26d02,english,"I hear you, over."
Audio/english/AudioFile/4/e/4eb75549,english,They're gonna kill us!
Audio/english/AudioFile/4/e/4ebb0df9,english,"Target sighted, bring on the strike."
Audio/english/AudioFile/4/e/4ebf82e4,english,HQ confirms.
Audio/english/AudioFile/4/e/4ec23a70,english,There it is -- take it down!
Audio/english/AudioFile/4/e/4ec42792,english,McMullen's no soldier. He won't touchdown until he knows it's safe.
Audio/english/AudioFile/4/e/4ec4fe31,english,Target folding! Finish it!
Audio/english/AudioFile/4/e/4ec9092d,english,"I'll kill you, I'll fucking kill you!"
Audio/english/AudioFile/4/e/4eceb36b,english,Don't let their looks throw you.
Audio/english/AudioFile/4/e/4ed7de63,english,What!?
Audio/english/AudioFile/4/e/4edcdfcb,english,Back the fuck off!
Audio/english/AudioFile/4/e/4ee25c0e,english,Elizabeth Greene is only one part of the puzzle.  I need to get to Randall to solve this.
Audio/english/AudioFile/4/e/4eefdc7b,english,*coughing* What happened!?
Audio/english/AudioFile/4/e/4ef24725,english,"I will shoot you! Deadly force, fucker!"
Audio/english/AudioFile/4/e/4ef7b785,english,Infected are not our only problem - Zeus is here too. Employ maximum firepower.
Audio/english/AudioFile/4/f/4f0389a7,english,I have a crime scene for forensic.
Audio/english/AudioFile/4/f/4f0a4361,english,Take cover!,身を隠せ！
Audio/english/AudioFile/4/f/4f0af8fc,english,"Massive instability in the Zone, watch it, ground."
Audio/english/AudioFile/4/f/4f147ad5,english,Marines!? Sound off!
Audio/english/AudioFile/4/f/4f16afc4,english,"How we doing on payload? Can we do that again, over?"
Audio/english/AudioFile/4/f/4f1a4591,english,Strategic goals are being altered.
Audio/english/AudioFile/4/f/4f1b28c6,english,"Negative, Dispatch. Repeat, negative."
Audio/english/AudioFile/4/f/4f2094e1,english,"Move, move! Get one side!"
Audio/english/AudioFile/4/f/4f2384ea,english,Back up and get us out of here.
Audio/english/AudioFile/4/f/4f2ae7a8,english,Get the fuck out of here. Now.
Audio/english/AudioFile/4/f/4f2db008,english,"Please, don't kill them!"
Audio/english/AudioFile/4/f/4f2e9fb5,english,That's a Judy. Got it in my sights.
Audio/english/AudioFile/4/f/4f302b94,english,"We're getting out. McMillan, can you cover?"
Audio/english/AudioFile/4/f/4f306a34,english,"This is Hotrod Two Four. We have a target rich environment in all directions, Red Crown, engaging best we can."
Audio/english/AudioFile/4/f/4f30d6b4,english,Target not on site. Repeat. Not on site.
Audio/english/AudioFile/4/f/4f339a76,english,"Armor is go to engage. Ranger Two Seven, out."
Audio/english/AudioFile/4/f/4f388fd8,english,"ZEUS is down, repeat, ZEUS is down, over."
Audio/english/AudioFile/4/f/4f3c9ae9,english,Get some anti-armor on that!
Audio/english/AudioFile/4/f/4f3d340d,english,Watch out!
Audio/english/AudioFile/4/f/4f432961,english,Burner down. Add one to my list.
Audio/english/AudioFile/4/f/4f4b701f,english,What was that!?
Audio/english/AudioFile/4/f/4f4d0aae,english,"Ohh, crap."
Audio/english/AudioFile/4/f/4f56cfa4,english,"Be on the lookout for anything unusual. All reports are of that nature, over."
Audio/english/AudioFile/4/f/4f69cec9,english,Shit! Incoming!
Audio/english/AudioFile/4/f/4f70f354,english,"No good, boys. And Steg, I don't want to see you takin' no fuckin' photographs of this shit. Are we clear?"
Audio/english/AudioFile/4/f/4f72228a,english,"Charlie Nineteen, that's a copy."
Audio/english/AudioFile/4/f/4f7440d0,english,A shooter! Over there!
Audio/english/AudioFile/4/f/4f7dd522,english,"Negative, over."
Audio/english/AudioFile/4/f/4f837ddf,english,"Red Crown to all Command Units. Be advised, we have uncontained outbreaks throughout Manhattan. Computer projections place total infection at plus minus seven days. Total containment protocols now in effect. Out."
Audio/english/AudioFile/4/f/4f854cab,english,Something's coming!
Audio/english/AudioFile/4/f/4f863fb3,english,"Unidentified aircraft, turn about and return to the Quarantine Zone immediately! You are not cleared for exfiltration!"
Audio/english/AudioFile/4/f/4f878f92,english,"Check all opticals, give me a jump in ten seconds."
Audio/english/AudioFile/4/f/4f8a4180,english,"Be aware, BW Ghost Four Five just in the Blue Zone."
Audio/english/AudioFile/4/f/4f8bdd19,english,*argh*
Audio/english/AudioFile/4/f/4f8db46f,english,Phoenix Six Two. Inbound.
Audio/english/AudioFile/4/f/4f8dd4c2,english,Assess and report.
Audio/english/AudioFile/4/f/4f8eba8c,english,"Dispatch, I got a possible 10-34. Charlie Nineteen going in for a look."
Audio/english/AudioFile/4/f/4f92216d,english,"Battery down, close it up!"
Audio/english/AudioFile/4/f/4f942ae3,english,"Shit, man, we need the fuckin' army!"
Audio/english/AudioFile/4/f/4f9590cf,english,What is that?,ありゃなんだ？
Audio/english/AudioFile/4/f/4f98b60b,english,"We're facing virals, over."
Audio/english/AudioFile/4/f/4f998919,english,"Oh, God!"
Audio/english/AudioFile/4/f/4fa0a177,english,What's happening to these buildings? It's like they're alive.  Time to get Karen out of here.
Audio/english/AudioFile/4/f/4fa13f24,english,No! You're wrong!
Audio/english/AudioFile/4/f/4fa465e5,english,This what you want?
Audio/english/AudioFile/4/f/4fa853ac,english,*gasping*
Audio/english/AudioFile/4/f/4fabcdc7,english,God DAMN it
Audio/english/AudioFile/4/f/4fb0be72,english,"Confirmed, Red Crown. I’m on it "
Audio/english/AudioFile/4/f/4fb19ef1,english,It's not me! Don't be a fucking idiot!
Audio/english/AudioFile/4/f/4fb24d87,english,He's packing!
Audio/english/AudioFile/4/f/4fb634b5,english,"If they're running, there's probably something to kill over there."
Audio/english/AudioFile/4/f/4fb6bb1d,english,"Red Crown, Tornado Five pulling out of the Kill Zone."
Audio/english/AudioFile/4/f/4fc099ca,english,"Wait -- hold on, hold it, man. Wait, OK! I'm not whatever you think I am!"
Audio/english/AudioFile/4/f/4fc69b2e,english,Pour it on. Get everything we got out of this base and into the fight. Now!
Audio/english/AudioFile/4/f/4fc949b6,english,"Hold comm, we're in the thick, Red Crown."
Audio/english/AudioFile/4/f/4fcd8278,english,Holy shit!
Audio/english/AudioFile/4/f/4fd47214,english,Damn it - can't let them flatten the Hive until I've got enough genetic material.
Audio/english/AudioFile/4/f/4fd86b26,english,Hold on! Are we positive?
Audio/english/AudioFile/4/f/4fe91fd6,english,Containment One REPORT! This is Colonel Taggart! Sit-rep!
Audio/english/AudioFile/4/f/4fe9b159,english,What do you want?
Audio/english/AudioFile/4/f/4fefeabb,english,This city's going to the dogs!
Audio/english/AudioFile/4/f/4ff28d45,english,"ZEUS is down, repeat, ZEUS is down!"
Audio/english/AudioFile/4/f/4ffeaaf4,english,"Uh, maybe we should get back!"
Audio/english/AudioFile/5/0/50008879,english,It's done!
Audio/english/AudioFile/5/0/5005b089,english,Scan for target. All sensors.
Audio/english/AudioFile/5/0/500632b7,english,Pepper his hide!
Audio/english/AudioFile/5/0/50074fc5,english,Ready another round!
Audio/english/AudioFile/5/0/500a3a8e,english,Get us out of this fucking shit!
Audio/english/AudioFile/5/0/500be243,english,You are not cleared on that.
Audio/english/AudioFile/5/0/500d1a28,english,Can anybody hear me out there?
Audio/english/AudioFile/5/0/500db6a4,english,Blackjack down!
Audio/english/AudioFile/5/0/50110b9e,english,"Yes, granted."
Audio/english/AudioFile/5/0/5011ad52,english,Fall back! Fall back!
Audio/english/AudioFile/5/0/50145f17,english,These people need help over here!
Audio/english/AudioFile/5/0/501f5f83,english,What the fuck is this?
Audio/english/AudioFile/5/0/502bf753,english,No sighting. Don't we have a spotter up?
Audio/english/AudioFile/5/0/502f6807,english,"Target has successfully lost us, let's pack it in."
Audio/english/AudioFile/5/0/503537ab,english,"Button it down, now! Red Crown, we're switching to lock-down here. Hostile offensives are penetrating! Request support, out."
Audio/english/AudioFile/5/0/503cdb72,english,"Possible hive in the area, I'm seeing large crowd moving outward from possible hive source."
Audio/english/AudioFile/5/0/503f7a81,english,"Thunder in the Blue Zone, subject MIA."
Audio/english/AudioFile/5/0/504bfa42,english,Watch him! Watch him!
Audio/english/AudioFile/5/0/50503101,english,Reds pushing back hard - get the firepower up.
Audio/english/AudioFile/5/0/5055cb42,english,I WANT THAT VEHICLE STOPPED!
Audio/english/AudioFile/5/0/506000b2,english,Search TIGHT!
Audio/english/AudioFile/5/0/5062acf4,english,"Oh, oh, oh, gooooooooood!"
Audio/english/AudioFile/5/0/5067a855,english,"That's Donaldson's Bird, get him back on assignment, over."
Audio/english/AudioFile/5/0/50685375,english,Hostile is on the move. He's hauling ass too.
Audio/english/AudioFile/5/0/50732757,english,"Standby, engines warming, about to clear. "
Audio/english/AudioFile/5/0/507417aa,english,Stand your ground!
Audio/english/AudioFile/5/0/5079c1d3,english,You girls run and it'll just keep throwing.
Audio/english/AudioFile/5/0/507dc98b,english,Tactical goals all met.
Audio/english/AudioFile/5/0/50814860,english,"Blackjack Two, pulling out."
Audio/english/AudioFile/5/0/50849d64,english,"Redeploy from the pursuit, over."
Audio/english/AudioFile/5/0/508858d7,english,"Blood, thicker than water. We'll see."
Audio/english/AudioFile/5/0/5089f19f,english,"Strike boss to Red Crown, Strike Package was a success, over."
Audio/english/AudioFile/5/0/5093cd4f,english,"D-Code Pursuit Team here, target is lost, repeat, target lost. "
Audio/english/AudioFile/5/0/50a77d2a,english,"Out clean and smiling, some serious action at the ground station. Will orbit and report."
Audio/english/AudioFile/5/0/50a8c967,english,"All points secure. Base is fully operational. Red Crown, do you copy?"
Audio/english/AudioFile/5/0/50a9a9ac,english,Damn it. Everyone hold still!
Audio/english/AudioFile/5/0/50abc01c,english,"Oh, God!"
Audio/english/AudioFile/5/0/50b04504,english,You should hear sirens any second. Standby.
Audio/english/AudioFile/5/0/50ba96a1,english,"Squad Leader confirming sighting, over."
Audio/english/AudioFile/5/0/50be40ae,english,I-I'm bleeding! My arm!
Audio/english/AudioFile/5/0/50bf1f1f,english,Get off me!,放しやがれ！
Audio/english/AudioFile/5/0/50c5540e,english,Upload your Intel on touchdown.
Audio/english/AudioFile/5/0/50c59657,english,The Blackwatch have the hardware that can crack these hives apart. I could use it to free Dana.
Audio/english/AudioFile/5/0/50cc1b8d,english,"Lost suspect, can we get a 10-13?"
Audio/english/AudioFile/5/0/50d107eb,english,You're crushing me!
Audio/english/AudioFile/5/0/50d59af7,english,"We're in the shit here. Hold the line, over."
Audio/english/AudioFile/5/0/50dbe531,english,Somebody get a visual of that!
Audio/english/AudioFile/5/0/50dea8f3,english,"We have confirmed kill. Skin pasted in the Red Zone, over."
Audio/english/AudioFile/5/0/50e2b3ef,english,All me. This is all me.,俺だ、俺だよ！
Audio/english/AudioFile/5/0/50e34d28,english,Run for it!
Audio/english/AudioFile/5/0/50e526f7,english,Copy.
Audio/english/AudioFile/5/0/50e85e2d,english,Any BLACKWATCH out there? Sound off!
Audio/english/AudioFile/5/0/50efe4e3,english,Watch for projectile!
Audio/english/AudioFile/5/0/50f81914,english,"Oh, man, wait, wait. Hold on, hold on, man. Look, look, OK? You don't have to do this."
Audio/english/AudioFile/5/1/5100c902,english,Evasive action! Evasives!
Audio/english/AudioFile/5/1/5101ff42,english,Don't let him near you!
Audio/english/AudioFile/5/1/51096d04,english,"Friendlies mixed with bad guys, but I'll take my fucking chances. Get them in here."
Audio/english/AudioFile/5/1/510fe7ab,english,Be aware! Be aware! Watch for skins!
Audio/english/AudioFile/5/1/5116937f,english,"It's only two of them...I'll just have to take one out and ""interrogate"" the other."
Audio/english/AudioFile/5/1/511a59ed,english,Police! Help. He's there!
